"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 03/18/2024. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 1,343 Crashes containing 2,733 Units and 3,018 Persons"

"Filters Applied to current Query:"
"Crash Year Is In  2014 or 2015 or 2016 or 2017 or 2018 or 2019 or 2020 or 2021 or 2022 or 2023 or 2024"
"City Is Equal To DALLAS"
"Person Type Is Equal To 3 - PEDALCYCLIST"


"Crash ID","Active School Zone Flag","Agency","At Intersection Flag","Case ID","City","Construction Zone Flag","Construction Zone Workers Present Flag","Contributing Factors","Crash Date","Crash Death Count","Crash Month","Crash Non-Suspected Serious Injury Count","Crash Not Injured Count","Crash Number","Crash Possible Injury Count","Crash Severity","Crash Suspected Serious Injury Count","Crash Time","Crash Total Injury Count","Crash Unknown Injury Count","Crash Year","Day of Week","Hour of Day","How Notified","Intersecting Street Name","Intersecting Street Number","Intersection Related","Latitude","Light Condition","Located Flag","Longitude","Manner of Collision","Object Struck","Property Damages","Reported Street Description","Road Base Type","Roadway Type","Street Name","Street Number","Surface Condition","Surface Type","Weather Condition"
"15350251","NO","DALLAS POLICE DEPARTMENT","false","235386-2016","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE","2016-09-30","0","9","1","1","2016474287","0","B - SUSPECTED MINOR INJURY","0","1800","1","0","2016","FRIDAY","18:00 - 18:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.90976034","1 - DAYLIGHT","No Data","-96.87428426","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","FOREST LN","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15355131","NO","DALLAS POLICE DEPARTMENT","true","235931-2016","DALLAS","No","No","FAILED TO CONTROL SPEED;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT","2016-10-01","0","10","0","1","2016478695","2","C - POSSIBLE INJURY","0","1031","2","0","2016","SATURDAY","10:00 - 10:59","No Data","GULDEN LN","NO DATA","INTERSECTION RELATED","32.77859426","1 - DAYLIGHT","No Data","-96.82772256","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","NOT APPLICABLE","NONE","No Data","No Data","No Data","SINGLETON BLVD","300","1 - DRY","No Data","1 - CLEAR"
"15358052","NO","DALLAS POLICE DEPARTMENT","false","236336-2016","DALLAS","No","No","TURNED WHEN UNSAFE","2016-10-01","0","10","1","1","2016482117","0","B - SUSPECTED MINOR INJURY","0","2130","1","0","2016","SATURDAY","21:00 - 21:59","No Data","UNKNOWN","NO DATA","INTERSECTION RELATED","32.79889155","3 - DARK, LIGHTED","No Data","-96.77085585","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","GASTON AVE","4724","1 - DRY","No Data","1 - CLEAR"
"15366246","NO","DALLAS POLICE DEPARTMENT","false","240560-2016","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2016-10-06","0","10","0","1","2016489969","0","A - SUSPECTED SERIOUS INJURY","1","1922","1","0","2016","THURSDAY","19:00 - 19:59","No Data","N/A","NO DATA","NON INTERSECTION","32.82404643","3 - DARK, LIGHTED","No Data","-96.79118748","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","KNOX ST","3324","1 - DRY","No Data","1 - CLEAR"
"15374672","NO","DALLAS POLICE DEPARTMENT","false","242002-2016","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TURNING LEFT","2016-10-08","0","10","0","2","2016498804","1","C - POSSIBLE INJURY","0","1350","1","0","2016","SATURDAY","13:00 - 13:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.7795678","1 - DAYLIGHT","No Data","-96.80419938","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","MAIN ST","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15388888","NO","DALLAS POLICE DEPARTMENT","true","242889-2016","DALLAS","No","No","WRONG WAY - ONE WAY ROAD","2016-10-09","0","10","0","1","2016517247","1","C - POSSIBLE INJURY","0","1551","1","0","2016","SUNDAY","15:00 - 15:59","No Data","UNKNOWN","NO DATA","INTERSECTION RELATED","32.78406244","1 - DAYLIGHT","No Data","-96.79854863","ONE MOTOR VEHICLE - TURNING RIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","FEDERAL ST","1800","1 - DRY","No Data","1 - CLEAR"
"15370401","NO","DALLAS POLICE DEPARTMENT","false","244771-2016","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE;OTHER (EXPLAIN IN NARRATIVE)","2016-10-11","0","10","1","0","2016494323","0","B - SUSPECTED MINOR INJURY","0","1935","1","1","2016","TUESDAY","19:00 - 19:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.80705986","6 - DUSK","No Data","-96.79776942","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","E LEMMON AVE","3110","1 - DRY","No Data","1 - CLEAR"
"15375989","NO","DALLAS POLICE DEPARTMENT","false","248066-2016","DALLAS","No","No","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2016-10-15","0","10","0","1","2016500786","0","N - NOT INJURED","0","1753","0","1","2016","SATURDAY","17:00 - 17:59","No Data","N/A","NO DATA","NON INTERSECTION","32.73220118","1 - DAYLIGHT","No Data","-96.85703495","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","S HAMPTON RD","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15406354","NO","DALLAS AREA RAPID TRANSIT POLICE DEPARTMENT","false","2016-147056","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TURNING LEFT;HAD BEEN DRINKING","2016-10-18","0","10","1","1","2016542401","0","B - SUSPECTED MINOR INJURY","0","1641","1","0","2016","TUESDAY","16:00 - 16:59","No Data","N/A","NO DATA","NON INTERSECTION","32.83947424","1 - DAYLIGHT","No Data","-96.77639257","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","TWIN SIXTIES DR","5300","1 - DRY","No Data","1 - CLEAR"
"15387979","NO","DALLAS POLICE DEPARTMENT","false","251411-2016","DALLAS","No","No","OTHER (EXPLAIN IN NARRATIVE)","2016-10-19","0","10","0","1","2016515309","1","C - POSSIBLE INJURY","0","1437","1","0","2016","WEDNESDAY","14:00 - 14:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.92409867","1 - DAYLIGHT","No Data","-96.7361395","ONE MOTOR VEHICLE - TURNING RIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","ABRAMS RD","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15389538","NO","DALLAS POLICE DEPARTMENT","false","254338-2016","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2016-10-22","0","10","1","0","2016518477","0","B - SUSPECTED MINOR INJURY","0","2310","1","1","2016","SATURDAY","23:00 - 23:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.86706424","3 - DARK, LIGHTED","No Data","-96.86483255","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","WEBB CHAPEL RD","9727","1 - DRY","No Data","1 - CLEAR"
"15405540","NO","DALLAS POLICE DEPARTMENT","false","257364-2016","DALLAS","No","No","OTHER (EXPLAIN IN NARRATIVE)","2016-10-26","0","10","0","1","2016540714","0","N - NOT INJURED","0","1855","0","1","2016","WEDNESDAY","18:00 - 18:59","No Data","FERGUSON RD","NO DATA","INTERSECTION RELATED","32.84833467","6 - DUSK","No Data","-96.65780091","ONE MOTOR VEHICLE - TURNING RIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","DRUMMOND DR","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15402269","NO","DALLAS POLICE DEPARTMENT","false","259466-2016","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2016-10-29","0","10","0","1","2016536183","1","C - POSSIBLE INJURY","0","1054","1","0","2016","SATURDAY","10:00 - 10:59","No Data","UNKNOWN","NO DATA","INTERSECTION RELATED","32.82169965","1 - DAYLIGHT","No Data","-96.81688784","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","DALLAS NORTH TLWY","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15415187","NO","DALLAS POLICE DEPARTMENT","true","260559-2016","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TURNING LEFT","2016-10-30","0","10","0","0","2016554849","1","C - POSSIBLE INJURY","0","1830","1","1","2016","SUNDAY","18:00 - 18:59","No Data","CARPENTER AVE","NO DATA","INTERSECTION","32.75832426","1 - DAYLIGHT","No Data","-96.75560258","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","BICYCLE","No Data","No Data","No Data","S MALCOLM X BLVD","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15416669","NO","DALLAS POLICE DEPARTMENT","true","265126-2016","DALLAS","No","No","DRIVER INATTENTION","2016-11-01","0","11","1","0","2016558266","0","B - SUSPECTED MINOR INJURY","0","1630","1","1","2016","TUESDAY","16:00 - 16:59","No Data","SUNNYVALE ST","NO DATA","INTERSECTION RELATED","32.69451301","1 - DAYLIGHT","No Data","-96.77216248","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","4 OR MORE LANES, DIVIDED","SL0012","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15429253","NO","DALLAS POLICE DEPARTMENT","true","269320-2016","DALLAS","No","No","DISREGARD STOP AND GO SIGNAL","2016-11-10","0","11","1","1","2016575857","0","B - SUSPECTED MINOR INJURY","0","0749","1","0","2016","THURSDAY","07:00 - 07:59","No Data","SANTA FE AVE","NO DATA","INTERSECTION","32.79939425","1 - DAYLIGHT","No Data","-96.75427258","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","S BEACON ST","398","1 - DRY","No Data","1 - CLEAR"
"15441910","NO","DALLAS POLICE DEPARTMENT","false","270605-2016","DALLAS","No","No","NONE","2016-11-11","0","11","0","2","2016588024","0","N - NOT INJURED","0","2023","0","0","2016","FRIDAY","20:00 - 20:59","No Data","N/A","NO DATA","NON INTERSECTION","32.64348471","2 - DARK, NOT LIGHTED","No Data","-96.77976607","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","4 OR MORE LANES, DIVIDED","SH0342","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15447051","NO","DALLAS POLICE DEPARTMENT","false","272033-2016","DALLAS","No","No","TURNED IMPROPERLY - WRONG LANE","2016-11-13","0","11","0","2","2016593284","0","A - SUSPECTED SERIOUS INJURY","1","1535","1","0","2016","SUNDAY","15:00 - 15:59","No Data","N/A","NO DATA","NON INTERSECTION","32.77845745","1 - DAYLIGHT","No Data","-96.77868406","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","S MALCOLM X BLVD","1690","1 - DRY","No Data","1 - CLEAR"
"15432876","NO","DALLAS POLICE DEPARTMENT","false","273128-2016","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TURNING LEFT","2016-11-14","0","11","1","1","2016579122","0","B - SUSPECTED MINOR INJURY","0","2106","1","0","2016","MONDAY","21:00 - 21:59","No Data","DOVE BROOK CIR","NO DATA","INTERSECTION","32.89565797","3 - DARK, LIGHTED","No Data","-96.77305199","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","STONE CANYON RD","10846","1 - DRY","No Data","2 - CLOUDY"
"15446365","NO","DALLAS POLICE DEPARTMENT","false","275561-2016","DALLAS","No","No","OTHER (EXPLAIN IN NARRATIVE)","2016-11-17","0","11","0","2","2016592340","0","N - NOT INJURED","0","1814","0","0","2016","THURSDAY","18:00 - 18:59","No Data","MANDERVILLE LN","NO DATA","INTERSECTION RELATED","32.88338423","3 - DARK, LIGHTED","No Data","-96.76528625","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","GLEN LAKES DR","5502","1 - DRY","No Data","1 - CLEAR"
"15448989","NO","DALLAS POLICE DEPARTMENT","false","275563-2016","DALLAS","No","No","OTHER (EXPLAIN IN NARRATIVE)","2016-11-17","0","11","0","1","2016594587","0","N - NOT INJURED","0","1800","0","1","2016","THURSDAY","18:00 - 18:59","No Data","SHILOH RD","NO DATA","INTERSECTION RELATED","32.86189423","3 - DARK, LIGHTED","No Data","-96.66578302","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","PERIMETER DR","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15460435","NO","DALLAS POLICE DEPARTMENT","false","284555-2016","DALLAS","No","No","DISREGARD STOP SIGN OR LIGHT","2016-11-29","0","11","1","1","2016608536","0","B - SUSPECTED MINOR INJURY","0","0905","1","0","2016","TUESDAY","09:00 - 09:59","No Data","TRAVIS ST","NO DATA","INTERSECTION","32.82222105","1 - DAYLIGHT","No Data","-96.78640191","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","KNOX ST","3002","1 - DRY","No Data","1 - CLEAR"
"15471502","NO","DALLAS POLICE DEPARTMENT","false","285462-2016","DALLAS","No","No","DISREGARD STOP SIGN OR LIGHT","2016-11-30","0","11","1","1","2016625416","0","B - SUSPECTED MINOR INJURY","0","1000","1","0","2016","WEDNESDAY","10:00 - 10:59","No Data","TRAVIS ST","NO DATA","INTERSECTION RELATED","32.82374318","1 - DAYLIGHT","No Data","-96.7903665","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","KNOX ST","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15485009","NO","DALLAS POLICE DEPARTMENT","false","289883-2016","DALLAS","No","No","OTHER (EXPLAIN IN NARRATIVE)","2016-12-05","0","12","0","1","2016641718","1","C - POSSIBLE INJURY","0","1635","1","0","2016","MONDAY","16:00 - 16:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.8971976","1 - DAYLIGHT","No Data","-96.76908883","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","4 OR MORE LANES, DIVIDED","US0075","NO DATA","2 - WET","No Data","2 - CLOUDY"
"15488210","NO","DALLAS POLICE DEPARTMENT","false","294141-2016","DALLAS","No","No","HAD BEEN DRINKING;PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2016-12-10","0","12","0","2","2016645740","0","A - SUSPECTED SERIOUS INJURY","1","1937","1","0","2016","SATURDAY","19:00 - 19:59","No Data","UNKNOWN","NO DATA","INTERSECTION RELATED","32.74862509","2 - DARK, NOT LIGHTED","No Data","-96.81092067","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","E 10TH ST","900","1 - DRY","No Data","1 - CLEAR"
"15487931","NO","DALLAS POLICE DEPARTMENT","false","295745-2016","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TURNING LEFT","2016-12-12","0","12","1","3","2016644885","0","B - SUSPECTED MINOR INJURY","0","1810","1","0","2016","MONDAY","18:00 - 18:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.93278423","3 - DARK, LIGHTED","No Data","-96.80798711","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","ALPHA RD","5764","1 - DRY","No Data","1 - CLEAR"
"15511773","NO","DALLAS POLICE DEPARTMENT","true","304053-2016","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - STOP SIGN","2016-12-22","0","12","0","1","2016677366","1","C - POSSIBLE INJURY","0","1800","1","0","2016","THURSDAY","18:00 - 18:59","No Data","CLARENCE ST","NO DATA","INTERSECTION","32.76788426","3 - DARK, LIGHTED","No Data","-96.77851258","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","S CESAR CHAVEZ BLVD","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15522329","NO","DALLAS POLICE DEPARTMENT","true","304814-2016","DALLAS","No","No","PASSED IN NO PASSING LANE","2016-12-23","0","12","0","0","2016686485","1","C - POSSIBLE INJURY","0","1605","1","1","2016","FRIDAY","16:00 - 16:59","No Data","EDGEWATER ST","NO DATA","INTERSECTION RELATED","32.82003425","1 - DAYLIGHT","No Data","-96.79553257","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","ABBOTT AVE","4298","2 - WET","No Data","3 - RAIN"
"15507140","NO","DALLAS POLICE DEPARTMENT","false","307044-2016","DALLAS","No","No","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2016-12-26","0","12","0","1","2016673262","0","A - SUSPECTED SERIOUS INJURY","1","1255","1","0","2016","MONDAY","12:00 - 12:59","No Data","N/A","NO DATA","NON INTERSECTION","32.75046827","1 - DAYLIGHT","No Data","-96.91147254","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","N JUSTIN AVE","700","1 - DRY","No Data","1 - CLEAR"
"15513608","NO","DALLAS POLICE DEPARTMENT","true","308253-2016","DALLAS","No","No","DISREGARD STOP AND GO SIGNAL","2016-12-27","0","12","0","1","2016679846","0","A - SUSPECTED SERIOUS INJURY","1","2206","1","0","2016","TUESDAY","22:00 - 22:59","No Data","N HOUSTON ST","NO DATA","INTERSECTION","32.77954426","3 - DARK, LIGHTED","No Data","-96.80806257","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","ELM ST","500","1 - DRY","No Data","1 - CLEAR"
"15517172","NO","DALLAS POLICE DEPARTMENT","true","308453-2016","DALLAS","No","No","DISREGARD STOP SIGN OR LIGHT","2016-12-28","0","12","0","0","2016683004","1","C - POSSIBLE INJURY","0","0805","1","1","2016","WEDNESDAY","08:00 - 08:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.80553425","1 - DAYLIGHT","No Data","-96.79073257","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","N HASKELL AVE","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15514586","NO","DALLAS POLICE DEPARTMENT","true","310321-2016","DALLAS","No","No","OTHER (EXPLAIN IN NARRATIVE)","2016-12-30","0","12","0","1","2016680603","0","A - SUSPECTED SERIOUS INJURY","1","1240","1","0","2016","FRIDAY","12:00 - 12:59","No Data","LUCAS DR","NO DATA","INTERSECTION","32.80571425","1 - DAYLIGHT","No Data","-96.82888256","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","HARRY HINES BLVD","NO DATA","1 - DRY","No Data","2 - CLOUDY"
"15526953","NO","DALLAS POLICE DEPARTMENT","true","2388-2017","DALLAS","No","No","DISREGARD STOP SIGN OR LIGHT;WRONG SIDE - APPROACH OR INTERSECTION","2017-01-01","0","1","0","1","2017005094","0","N - NOT INJURED","0","1909","0","1","2017","SUNDAY","19:00 - 19:59","No Data","TORREON ST","NO DATA","INTERSECTION","32.73010426","2 - DARK, NOT LIGHTED","No Data","-96.6742626","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","HOLCOMB RD","1030","1 - DRY","No Data","1 - CLEAR"
"15518663","NO","DALLAS POLICE DEPARTMENT","false","001279-2017","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TURNING LEFT","2017-01-02","0","1","0","1","2017000548","0","A - SUSPECTED SERIOUS INJURY","1","1405","1","0","2017","MONDAY","14:00 - 14:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.8306631","1 - DAYLIGHT","No Data","-96.73033144","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","W LAWTHER DR","3531","1 - DRY","No Data","1 - CLEAR"
"15553996","NO","DALLAS POLICE DEPARTMENT","true","16362-2017","DALLAS","No","No","OTHER (EXPLAIN IN NARRATIVE)","2017-01-21","0","1","1","0","2017028406","0","B - SUSPECTED MINOR INJURY","0","1655","1","1","2017","SATURDAY","16:00 - 16:59","DISPATCHED","UNKNOWN","NO DATA","INTERSECTION RELATED","33.01204319","1 - DAYLIGHT","1","-96.79542353","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","NO DATA","No Data","4 OR MORE LANES, DIVIDED","SH0289","NO DATA","1 - DRY","No Data","2 - CLOUDY"
"15552084","NO","DALLAS POLICE DEPARTMENT","false","17955-2017","DALLAS","No","No","FAILED TO PASS TO LEFT SAFELY","2017-01-23","0","1","0","0","2017027122","1","C - POSSIBLE INJURY","0","1359","1","1","2017","MONDAY","13:00 - 13:59","No Data","N/A","NO DATA","NON INTERSECTION","No Data","1 - DAYLIGHT","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","N BROOKSIDE DR","NO DATA","99 - UNKNOWN","No Data","1 - CLEAR"
"15567334","NO","DALLAS POLICE DEPARTMENT","false","18543-2017","DALLAS","No","No","FAILED TO STOP AT PROPER PLACE;FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2017-01-24","0","1","0","0","2017041231","1","C - POSSIBLE INJURY","0","1052","1","1","2017","TUESDAY","10:00 - 10:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.7449847","1 - DAYLIGHT","No Data","-96.68286617","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","4 OR MORE LANES, DIVIDED","SL0012","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15599353","NO","DALLAS POLICE DEPARTMENT","false","19048-2017","DALLAS","No","No","DRIVER INATTENTION","2017-01-24","0","1","1","1","2017074590","0","B - SUSPECTED MINOR INJURY","0","2230","1","0","2017","TUESDAY","22:00 - 22:59","No Data","N/A","NO DATA","NON INTERSECTION","33.00253539","3 - DARK, LIGHTED","No Data","-96.79596874","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","4 OR MORE LANES, DIVIDED","SH0289","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15559534","NO","DALLAS POLICE DEPARTMENT","true","20899-2017","DALLAS","No","No","DISREGARD STOP AND GO SIGNAL; FAILED TO CONTROL SPEED","2017-01-27","0","1","0","3","2017034043","1","C - POSSIBLE INJURY","0","1100","1","0","2017","FRIDAY","11:00 - 11:59","No Data","MAPLE AVE","NO DATA","INTERSECTION RELATED","32.80418425","1 - DAYLIGHT","No Data","-96.81433256","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","NOT APPLICABLE","NONE","No Data","No Data","No Data","OAK LAWN AVE","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15571105","NO","DALLAS POLICE DEPARTMENT","false","22728-2017 ","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TURNING LEFT","2017-01-29","0","1","1","1","2017044946","0","B - SUSPECTED MINOR INJURY","0","1643","1","0","2017","SUNDAY","16:00 - 16:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.84432339","1 - DAYLIGHT","No Data","-96.72957471","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","W LAWTHER DR","4551","1 - DRY","No Data","1 - CLEAR"
"15562784","NO","DALLAS POLICE DEPARTMENT","true","23619-2017","DALLAS","Yes","No","FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION","2017-01-30","0","1","0","6","2017037272","0","A - SUSPECTED SERIOUS INJURY","1","1837","1","0","2017","MONDAY","18:00 - 18:59","No Data","SS0366","NO DATA","INTERSECTION","32.78412016","3 - DARK, LIGHTED","No Data","-96.79076431","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","BICYCLE","No Data","No Data","4 OR MORE LANES, DIVIDED","IH0345","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15566175","NO","DALLAS POLICE DEPARTMENT","true","24469-2017","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TURN ON RED","2017-01-31","0","1","0","2","2017039935","0","N - NOT INJURED","0","1909","0","0","2017","TUESDAY","19:00 - 19:59","No Data","PINYON TREE LN","NO DATA","INTERSECTION RELATED","32.91417423","3 - DARK, LIGHTED","No Data","-96.73552258","ONE MOTOR VEHICLE - TURNING RIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","ABRAMS RD","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15578652","NO","DALLAS POLICE DEPARTMENT","false","29697-2017","DALLAS","No","No","DISREGARD STOP SIGN OR LIGHT;UNSAFE SPEED","2017-02-07","0","2","0","1","2017052226","0","A - SUSPECTED SERIOUS INJURY","1","0639","1","0","2017","TUESDAY","06:00 - 06:59","No Data","N/A","NO DATA","NON INTERSECTION","No Data","3 - DARK, LIGHTED","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","TREK MTN BIKE","No Data","No Data","No Data","W ILLINOIS AVE","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15581491","NO","DALLAS POLICE DEPARTMENT","true","30326-2017","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2017-02-07","0","2","0","1","2017054858","1","C - POSSIBLE INJURY","0","1932","1","0","2017","TUESDAY","19:00 - 19:59","No Data","GREENVILLE AVE","NO DATA","INTERSECTION RELATED","32.86086424","3 - DARK, LIGHTED","No Data","-96.76788257","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","CARUTH HAVEN LN","5699","1 - DRY","No Data","1 - CLEAR"
"15582024","NO","DALLAS POLICE DEPARTMENT","true","030277-2017","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TURNING LEFT","2017-02-07","0","2","0","1","2017055425","1","C - POSSIBLE INJURY","0","1738","1","0","2017","TUESDAY","17:00 - 17:59","No Data","TOWN HALL DR","NO DATA","INTERSECTION","32.95396422","1 - DAYLIGHT","No Data","-96.81536256","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","BELT LINE RD","NO DATA","1 - DRY","No Data","1 - CLEAR"
"15590965","NO","DALLAS POLICE DEPARTMENT","false","32894-2017","DALLAS","No","No","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2017-02-10","0","2","0","0","2017065473","1","C - POSSIBLE INJURY","0","1935","1","1","2017","FRIDAY","19:00 - 19:59","No Data","N/A","NO DATA","NON INTERSECTION","32.73706573","3 - DARK, LIGHTED","No Data","-96.86141256","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","CHALMERS ST","900","1 - DRY","No Data","1 - CLEAR"
